Category,Medication,Prodcode,Gemscript code,Product Name,Drug Substance,BNF Code
Pain medication,Ibuprofen,19036,62435020,Arthrofen 200 tablets (Ashbourne Pharmaceuticals Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,15068,62436020,Arthrofen 400 tablets (Ashbourne Pharmaceuticals Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,21815,62437020,Arthrofen 600 tablets (Ashbourne Pharmaceuticals Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,45331,62584020,Ibuprofen 200mg Tablet (Co-Pharma Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,29332,62712020,Ibuprofen 100mg/5ml oral suspension sugar free (Sandoz Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,34931,62843020,Ibuprofen 200mg Tablet (Regent Laboratories Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,19575,63156020,Proflex 200mg Tablet (Novartis Consumer Health UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,30811,63157020,Proflex 300mg Modified-release capsule (Novartis Consumer Health UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,1156,63162020,Ibugel 5% gel (Dermal Laboratories Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,784,63501020,Ibuprofen 300mg modified-release capsules,Ibuprofen,10010100
Pain medication,Ibuprofen,647,63502020,Ibuprofen 100mg/5ml oral suspension,Ibuprofen,10010100
Pain medication,Ibuprofen,2938,63503020,Ibuprofen 100mg/5ml Oral suspension,Ibuprofen,10010100
Pain medication,Ibuprofen,33704,63505020,Ibuprofen 100mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,29524,63506020,Ibumetin 600mg Tablet (Alfred Benzon (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,43426,64064020,Ibuprofen 5% gel (A A H Pharmaceuticals Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,33357,64641020,Pacifene 200mg tablets (Sussex Pharmaceutical Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,29345,65371020,Ibuprofen 100mg/5ml Oral suspension (Hillcross Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,66247,65964021,Ibuprofen 100mg chewable capsules,Ibuprofen,10010100
Pain medication,Ibuprofen,70299,66077021,"Ibuprofen 200mg capsules (Bell,Sons & Co (Druggists) Ltd)",Ibuprofen,10010100
Pain medication,Ibuprofen,34621,66405020,Ibuprofen 200mg Tablet (Nucare Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,55233,66410020,Ibuprofen 400mg Tablet (Nucare Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,52154,67026020,Ibuprofen 200mg tablets (Galpharm International Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,36329,67043020,Ibuprofen 10% gel (Thornton & Ross Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,12776,67966020,Ibumousse 5% (Dermal Laboratories Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,29352,68023020,Ibuprofen 100mg/5ml oral suspension sugar free (Vantage),Ibuprofen,10010100
Pain medication,Ibuprofen,11550,68069020,Nurofen Meltlets 200mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,34663,68074020,Ibuprofen 100mg/5ml Oral suspension (Neo Laboratories Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,2622,68109020,Ibuprofen 800mg tablets,Ibuprofen,00000000
Pain medication,Ibuprofen,16193,68112020,Motrin 800mg tablets (Pfizer Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,26970,68245020,Ibuprofen 100mg/5ml oral suspension sugar free (Teva UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,2129,68365020,Brufen retard tabs 800mg Modified-release tablet (Abbott Laboratories Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,407,68366020,Brufen 600mg effervescent granules sachets (Mylan),Ibuprofen,10010100
Pain medication,Ibuprofen,48138,68817020,Ibuprofen 200mg tablets (Aspar Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,54137,68820020,Ibuprofen 400mg tablets (Aspar Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,60035,69002020,Ibuprofen 200mg tablets film coated (Actavis UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,34550,69005020,Ibuprofen 400mg tablets film coated (Actavis UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,65471,69610020,Ibuprofen 200mg tablets (Almus Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,66648,69615020,Ibuprofen 400mg tablets (Almus Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,26159,70694020,Fenbid Forte 10% gel (AMCo),Ibuprofen,10030250
Pain medication,Ibuprofen,32862,71142020,Ibuprofen 100mg/5ml oral suspension sugar free (Thornton & Ross Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,1468,71645020,Ibuprofen 200mg Soluble tablet,Ibuprofen,10010100
Pain medication,Ibuprofen,112,72458020,Ibuprofen 5% cream,Ibuprofen,00000000
Pain medication,Ibuprofen,332,72459020,Ibuprofen 5% gel,Ibuprofen,10030250
Pain medication,Ibuprofen,8510,72460020,Ibuprofen 5% spray,Ibuprofen,10030250
Pain medication,Ibuprofen,2693,72463020,Proflex 5% cream (Novartis Consumer Health UK Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,1030,72737020,Junifen 100mg/5ml Oral suspension (Crookes Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,67740,73278020,Ibuprofen 600mg tablets (Fannin UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,4298,73681020,Nurofen 200mg Tablet (Crookes Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,3597,73682020,Nurofen 200mg Soluble tablet (Crookes Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,25619,73683020,Nurofen 400mg Tablet (Crookes Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,24469,73716020,Cuprofen for Children 100mg/5ml oral suspension (SSL International Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,51923,73819020,Ibuprofen 10% gel (A A H Pharmaceuticals Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,32509,73886020,Anadin Ibuprofen 200mg tablets (Pfizer Consumer Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,849,74754020,Ibumed 400mg Tablet (Medipharma Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,28522,75899020,Ibuprofen 200mg / Pseudoephedrine hydrochloride 30mg tablets,Ibuprofen/Pseudoephedrine hydrochloride,03095000
Pain medication,Ibuprofen,28822,75900020,Ibuprofen with pseudoephedrine hc 400mg + 60mg Liquid,Pseudoephedrine Hydrochloride/Ibuprofen,03100000/10010100
Pain medication,Ibuprofen,28172,75901020,Ibuprofen 300mg / Pseudoephedrine 45mg modified-release capsules,Ibuprofen/Pseudoephedrine hydrochloride,10010100
Pain medication,Ibuprofen,15363,75904020,Nurofen Cold and Flu tablets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen/Pseudoephedrine hydrochloride,03095000
Pain medication,Ibuprofen,28519,75925020,Pseudoephedrine 30mg with ibuprofen 200mg tablet,Pseudoephedrine Hydrochloride/Ibuprofen,03100000/10010100
Pain medication,Ibuprofen,27438,75926020,Pseudoephedrine 45mg with ibuprofen 300mg modified-release capsule,Pseudoephedrine Hydrochloride/Ibuprofen,03100000/10010100
Pain medication,Ibuprofen,13083,76062020,Deep Relief gel (The Mentholatum Company Ltd),Levomenthol/Ibuprofen,10030250
Pain medication,Ibuprofen,15930,76065020,Ibuprofen 5% / Levomenthol 3% gel,Levomenthol/Ibuprofen,10030250
Pain medication,Ibuprofen,18812,76985020,Nurofen meltlets lemon 200mg Orodispersible tablet (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,62892,77148020,Ibuprofen 200mg tablets (Wockhardt UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,20978,77321020,Anadin Ultra liquid capsules (Wyeth Consumer Healthcare),Ibuprofen,10010100
Pain medication,Ibuprofen,13893,77456020,Nurofen Plus tablets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen/Codeine phosphate,04070200/10010100
Pain medication,Ibuprofen,12709,77459020,Ibuprofen and codeine 200mg + 12.5mg Tablet,Codeine Phosphate/Ibuprofen,04070200/10010100
Pain medication,Ibuprofen,11554,77460020,Ibuprofen 200mg / Codeine 12.8mg tablets,Ibuprofen/Codeine phosphate,04070200/10010100
Pain medication,Ibuprofen,55313,77645020,Ibuprofen 400mg tablets (Boston Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,71949,78255021,Flarin 200mg capsules (infirst Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,31054,78461020,Phorpain Maximum Strength 10% gel (AMCo),Ibuprofen,10030250
Pain medication,Ibuprofen,48062,78798020,Ibuprofen 200mg Tablet (Wockhardt UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,53617,78855020,Ibuprofen and codeine 200mg+12.8mg Tablet (Almus Pharmaceuticals Ltd),Ibuprofen/Codeine phosphate,04070200/10010100
Pain medication,Ibuprofen,7141,79155020,Ibugel Forte 10% gel (Dermal Laboratories Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,5896,79969020,Ibuleve Maximum Strength 10% gel (Dendron Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,10209,80061020,Ibufem 200mg tablets (Galpharm International Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,13807,80104020,Deep relief ibuprofen 5% Gel (Mentholatum Company),Levomenthol/Ibuprofen,10030250
Pain medication,Ibuprofen,4911,80143020,Ibuprofen 400mg Granules,Ibuprofen,10010100
Pain medication,Ibuprofen,586,80144020,Ibuprofen 200mg Capsule,Ibuprofen,10010100
Pain medication,Ibuprofen,5648,80145020,Ibuprofen 200mg orodispersible tablets sugar free,Ibuprofen,10010100
Pain medication,Ibuprofen,24305,80560020,Ibufac 400mg Tablet (DDSA Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,18196,81617020,Orbifen for children 100mg/5ml Oral suspension (Orbis Consumer Products Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,20907,82037020,Sudafed Sinus Pressure & Pain tablets (McNeil Products Ltd),Ibuprofen/Pseudoephedrine hydrochloride,03095000
Pain medication,Ibuprofen,36597,82132020,Hedex Ibuprofen 200mg tablets (Omega Pharma Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,32366,82148020,Relcofen 200mg Tablet (Actavis UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,32365,82149020,Relcofen 400mg tablets (Actavis UK Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,37053,82155020,Migrafen 200mg tablets (Chatfield Laboratories),Ibuprofen,00000000
Pain medication,Ibuprofen,10265,82435020,Fenbid 5% gel (AMCo),Ibuprofen,10030250
Pain medication,Ibuprofen,23425,82652020,Nurofen Migraine Pain 342mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen lysine,04070100
Pain medication,Ibuprofen,22206,82951020,Nurofen Long Lasting 300mg capsules (Crookes Healthcare Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,25330,82982020,Solpaflex tablets (GlaxoSmithKline Consumer Healthcare),Ibuprofen/Codeine phosphate,00000000
Pain medication,Ibuprofen,27778,82987020,Solpaflex 2.50% Gel (GlaxoSmithKline Consumer Healthcare),Ketoprofen,10030250
Pain medication,Ibuprofen,25257,83095020,Advil 200mg tablets (Wyeth Consumer Healthcare),Ibuprofen,00000000
Pain medication,Ibuprofen,40394,83096020,Advil 400mg Tablet (Wyeth Consumer Healthcare),Ibuprofen,10010100
Pain medication,Ibuprofen,28168,83270020,Nurofen Recovery 200mg orodispersible tablets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,36606,83343020,Manorfen 400mg tablets (The Manor Drug Company (Nottingham) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,33785,83372020,Galprofen 200mg tablets (Galpharm International Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,17068,83537020,Nurofen Maximum Strength 10% gel (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,6853,83599020,Ibutop Ralgex Ibuprofen 5% gel (SSL International Plc),Ibuprofen,00000000
Pain medication,Ibuprofen,7058,83707020,Calprofen 100mg/5ml Oral suspension (McNeil Products Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,20442,83984020,Nurofen 5% gel (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,18820,84269020,Fenpaed 100mg/5ml Oral suspension (Pinewood Healthcare),Ibuprofen,10010100
Pain medication,Ibuprofen,19398,84313020,Radian B Ibuprofen 5% gel (Thornton & Ross Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,43032,84356020,Inoven 200mg Tablet (Janssen-Cilag Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,28888,84592020,Galprofen Long Lasting 200mg capsules (Galpharm International Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,30892,84841020,Mandafen for Children 100mg/5ml oral suspension sugar free (M & A Pharmachem Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,22283,85582020,Lemsip flu 12 hr Modified-release capsule (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen/Pseudoephedrine hydrochloride,03100000/10010100
Pain medication,Ibuprofen,402,85651020,Nurofen 200mg Tablet (Crookes Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,7535,85652020,Nurofen 200mg Capsule (Crookes Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,32704,86005020,Advil cold and sinus 200mg+30mg Tablet (Wyeth Consumer Healthcare),Ibuprofen/Pseudoephedrine hydrochloride,03100000/10010100
Pain medication,Ibuprofen,18527,86224020,Mandafen 400mg tablets (M & A Pharmachem Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,4309,86342020,Ibuprofen lysine 200mg tablets,Ibuprofen lysine,10010100
Pain medication,Ibuprofen,24887,86353020,Nurofen Advance 200mg tablets (Crookes Healthcare Ltd),Ibuprofen lysine,00000000
Pain medication,Ibuprofen,15767,86399020,Ibuprofen 5% foam,Ibuprofen,10030250
Pain medication,Ibuprofen,14570,86401020,Ibuleve 5% Mousse (Dendron Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,10149,86472020,Ibuprofen 200mg capsules,Ibuprofen,10010100
Pain medication,Ibuprofen,29232,86535020,Care ibuprofen 5% Gel (Thornton & Ross Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,29316,86537020,Care ibuprofen 400mg Tablet (Thornton & Ross Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,7261,86542020,Cuprofen 5% gel (SSL International Plc),Ibuprofen,10030250
Pain medication,Ibuprofen,4731,86753020,Nurofen for children 100mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,30724,86821020,Galprofen 100mg/5ml oral suspension (Galpharm International Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,37816,87860020,Cuprofen PLUS tablets (SSL International Plc),Ibuprofen/Codeine phosphate,10010100
Pain medication,Ibuprofen,30164,88340020,Lemsip Cold and Flu Sinus 12 Hr Ibuprofen + Pseudoephedrine modified-release capsules (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen/Pseudoephedrine hydrochloride,10010100
Pain medication,Ibuprofen,28479,88706020,Nurofen Back Pain SR 300mg capsules (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,40083,88937020,Ibuprofen 200mg caplets (Galpharm International Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,35749,88962020,Radian B Ibuprofen Massage stick (Thornton & Ross Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,25205,89068020,Ibuprofen 100mg/5ml oral suspension 5ml sachets sugar free (Thornton & Ross Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,47401,89317020,Ibuprofen 5% gel (Galpharm International Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,10325,89560020,Dexibuprofen 300mg tablets,Dexibuprofen,10010100
Pain medication,Ibuprofen,11907,89572020,Dexibuprofen 400mg tablets,Dexibuprofen,10010100
Pain medication,Ibuprofen,21419,89574020,Seractil 300mg tablets (Thornton & Ross Ltd),Dexibuprofen,10010100
Pain medication,Ibuprofen,21421,89582020,Seractil 400mg tablets (Thornton & Ross Ltd),Dexibuprofen,10010100
Pain medication,Ibuprofen,46141,89638020,Nurofen Tension Headache 342mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen lysine,04070100
Pain medication,Ibuprofen,37502,90157020,Ibuprofen 10mg/2ml solution for infusion ampoules,Ibuprofen,07010400
Pain medication,Ibuprofen,39354,90397020,Galpharm ibuprofen for children 100mg/5ml Oral suspension (Galpharm International Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,26095,90473020,Ibuprofen lysine 400mg tablets,Ibuprofen lysine,10010100
Pain medication,Ibuprofen,33935,90475020,Nurofen Maximum Strength Migraine Pain 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen lysine,04070100/10010100
Pain medication,Ibuprofen,39461,90563020,Solpadeine Migraine Ibuprofen & Codeine tablets (Omega Pharma Ltd),Ibuprofen/Codeine phosphate,04070200/10010100
Pain medication,Ibuprofen,14333,91245020,Ibuprofen 400mg capsules,Ibuprofen,10010100
Pain medication,Ibuprofen,29068,91247020,Nurofen Extra Strength 400mg capsules (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,37253,91330020,Anadin ultra double strength 400mg Capsule (Wyeth Consumer Healthcare),Ibuprofen,10010100
Pain medication,Ibuprofen,35265,93625020,Nurofen for children 3 months to 9 years 100mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,36650,93686020,Nurofen 200mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,35890,93688020,Nurofen 200mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,35292,93690020,Nurofen 200mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,37094,93812020,Cuprofen 200mg tablets (SSL International Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,37731,93916020,Nurofen Express 342mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen lysine,00000000
Pain medication,Ibuprofen,37648,93920020,Nurofen Express 400mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,36787,93922020,Nurofen Express 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen lysine,04070100/10010100
Pain medication,Ibuprofen,37002,93924020,Nurofen Express 200mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,37235,94243020,Ibuprofen 100mg/5ml / Pseudoephedrine 15mg/5ml oral suspension sugar free,Ibuprofen/Pseudoephedrine hydrochloride,03095000
Pain medication,Ibuprofen,38182,94245020,Orbifen Cold & Flu oral suspension (Orbis Consumer Products Ltd),Ibuprofen/Pseudoephedrine hydrochloride,03095000
Pain medication,Ibuprofen,37850,94433020,Ibucalm Ibuprofen Pain Relief 5% gel (Aspar Pharmaceuticals Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,38493,94461020,Anadin Joint Pain 200mg tablets (Pfizer Consumer Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,38332,94471020,Ibucalm 200mg tablets (Aspar Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,37553,94475020,Ibucalm 400mg tablets (Aspar Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,48084,94572020,Ibuprofen 200mg/5ml oral suspension,Ibuprofen,10010100
Pain medication,Ibuprofen,38527,94663020,Proflex Pain Relief 5% cream (Novartis Consumer Health UK Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,37972,94741020,Ibuleve Speed Relief 5% gel (Dendron Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,39502,95773020,Ibuprofen sodium dihydrate 200mg tablets,Ibuprofen sodium dihydrate,10010100
Pain medication,Ibuprofen,66567,95775020,Ibuprofen sodium dihydrate 400mg tablets,Ibuprofen sodium dihydrate,10010100
Pain medication,Ibuprofen,39758,95779020,Nurofen Express 256mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen sodium dihydrate,04070100/10010100
Pain medication,Ibuprofen,44483,95783020,Nurofen Express 512mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen sodium dihydrate,00000000
Pain medication,Ibuprofen,42397,95785020,Nurofen Express 256mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen sodium dihydrate,04070100/10010100
Pain medication,Ibuprofen,39019,95831020,Brufen Retard 800mg tablets (Mylan),Ibuprofen,10010100
Pain medication,Ibuprofen,39873,95907020,Cuprofen Maximum Strength 400mg tablets (SSL International Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,40516,96455020,Anadin Ultra 200mg capsules (Pfizer Consumer Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,43456,96457020,Anadin LiquiFast 400mg capsules (Pfizer Consumer Healthcare Ltd),Ibuprofen,10010100
